brand,column_type,batch_id,test_id,plate_count_N,tailing_factor,resolution_Rs,back_pressure_bar,analyst,instrument,oos_reason,status
ACE,NH2,ACE-NH2-B01,T03,10332,1.157,3.94,240.1,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B01,T04,10357,1.039,4.59,202.1,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B01,T05,10971,1.186,4.37,219.2,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B01,T06,10860,0.968,4.56,218.2,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B01,T07,9621,1.005,4.42,220.2,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B01,T08,11130,1.063,4.35,222.5,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B02,T01,11645,1.13,4.02,181.9,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B02,T02,11935,1.204,4.57,190.7,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B02,T03,10992,1.079,4.52,194.5,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B02,T04,11224,1.136,4.38,171.6,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B02,T05,11571,1.083,4.5,177.4,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B02,T06,11847,1.229,4.49,197.9,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B03,T01,12198,1.153,5.17,164.5,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B03,T02,11986,1.088,4.34,194.5,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B03,T03,12089,1.029,4.88,163.0,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B03,T04,7355,1.172,4.78,175.3,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B03,T05,11603,1.114,4.53,164.5,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B03,T06,12348,1.131,4.62,181.6,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B04,T01,10966,1.177,4.95,166.3,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B04,T02,11219,1.048,4.91,166.1,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B04,T03,10607,1.291,4.51,182.1,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B04,T04,11110,1.06,4.52,168.4,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B04,T05,6427,0.986,4.65,191.3,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B04,T06,11186,1.072,4.94,175.1,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B04,T07,11245,1.162,5.29,176.0,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B04,T08,10790,1.05,4.36,177.9,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B05,T01,9165,1.044,4.44,205.5,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B05,T02,9381,1.018,3.75,191.9,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B05,T03,5356,0.971,4.31,194.7,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B05,T04,9192,1.126,4.8,192.4,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B05,T05,9192,1.03,4.35,192.4,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B05,T06,9423,1.141,4.04,211.6,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B06,T01,11127,1.219,4.59,168.9,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B06,T02,10190,1.341,4.35,205.0,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B06,T03,10987,1.162,4.81,199.5,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B06,T04,11256,1.214,4.54,190.2,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B06,T05,9755,1.338,4.55,188.9,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B06,T06,9992,1.32,5.42,200.0,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B06,T07,10888,1.256,4.72,187.9,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B07,T01,11910,1.082,5.27,228.9,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B07,T02,10295,1.179,5.64,208.0,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B07,T03,10862,1.221,4.99,210.7,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B07,T04,10442,0.947,5.64,219.0,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B07,T05,10957,1.066,5.1,235.9,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B07,T06,10871,1.085,5.27,211.5,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B07,T07,11015,1.147,5.28,229.9,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B07,T08,10650,1.008,5.38,229.6,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B08,T01,11281,1.276,3.99,191.3,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B08,T02,11202,1.178,4.1,210.6,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B08,T03,11471,1.403,3.78,204.2,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B08,T04,7226,1.348,3.68,196.8,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B08,T05,11361,1.219,4.6,192.8,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B08,T06,10966,1.208,4.07,199.6,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B08,T07,11071,1.398,3.93,195.6,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B08,T08,10954,1.172,3.9,202.4,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B08,T09,11492,1.084,4.35,215.2,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B08,T10,11211,1.235,4.1,195.2,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B09,T01,11149,1.035,4.39,170.6,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B09,T02,10585,1.184,4.02,197.0,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B09,T03,10134,1.212,4.99,193.1,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B09,T04,10617,1.04,4.23,180.4,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B09,T05,10884,1.115,5.18,164.5,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B09,T06,11283,1.059,4.61,172.3,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B09,T07,10321,1.357,5.58,174.9,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B09,T08,11493,1.11,4.6,162.3,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B09,T09,11253,0.954,4.61,181.5,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B09,T10,10404,1.16,4.33,179.8,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B09,T11,10252,1.255,4.57,150.1,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B10,T01,11901,0.992,3.56,204.1,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B10,T02,12334,1.109,3.44,192.9,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B10,T03,12451,1.036,3.59,210.1,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B10,T04,12515,1.248,3.16,208.9,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B10,T05,11734,1.092,4.09,196.3,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B10,T06,12559,1.129,2.97,196.4,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B11,T01,11150,1.071,4.32,190.5,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B11,T02,11214,0.956,4.74,180.1,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B11,T03,10812,1.111,5.26,179.6,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B11,T04,11309,1.128,5.05,178.4,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B11,T05,10621,1.05,4.46,167.7,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B11,T06,10964,1.013,4.34,186.9,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B11,T07,11055,0.965,4.51,173.1,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B12,T01,5919,1.066,5.05,228.2,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B12,T02,10372,1.09,4.95,199.7,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B12,T03,9668,1.13,5.02,222.6,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B12,T04,9950,1.037,5.02,205.0,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B12,T05,9766,0.964,5.39,205.4,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B12,T06,10070,1.045,4.59,202.3,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B12,T07,9899,1.091,5.01,222.8,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B13,T01,10426,1.242,3.59,209.2,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B13,T02,10319,1.031,3.51,184.9,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B13,T03,10115,1.094,3.76,200.1,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B13,T04,10006,1.06,4.19,187.8,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B13,T05,10147,0.996,3.82,185.8,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B13,T06,10629,1.14,3.48,199.3,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B13,T07,6109,0.969,4.02,211.8,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B13,T08,10237,0.923,4.28,190.5,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B13,T09,9277,1.056,4.19,202.7,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B13,T10,10659,1.052,3.55,190.7,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B14,T01,6636,1.083,4.47,196.3,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B14,T02,11269,1.211,3.92,203.0,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B14,T03,10504,1.132,4.08,214.7,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B14,T04,11393,1.268,4.81,185.6,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B14,T05,10929,1.231,4.11,195.0,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B14,T06,11245,1.158,4.54,194.1,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B14,T07,10817,1.151,4.37,206.2,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B14,T08,10855,1.219,3.91,191.8,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B14,T09,10674,1.164,4.45,216.3,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B14,T10,10767,1.241,4.27,197.5,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B14,T11,11309,1.146,3.89,202.0,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B15,T01,12464,1.208,4.15,189.7,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B15,T02,11442,1.308,4.06,177.4,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B15,T03,11475,1.267,4.0,208.4,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B15,T04,12081,1.117,3.61,174.0,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B15,T05,12132,1.227,4.57,202.4,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B15,T06,12084,1.248,4.2,219.6,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B15,T07,11942,1.215,3.63,200.0,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B16,T01,11461,1.035,4.56,187.7,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B16,T02,10668,0.849,3.96,192.6,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B16,T03,10875,1.024,4.35,196.6,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B16,T04,10447,0.993,4.46,178.8,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B16,T05,11022,0.852,4.75,196.2,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B16,T06,11083,0.903,4.0,187.7,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B16,T07,10442,1.031,4.53,196.3,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B16,T08,11177,0.927,4.55,188.8,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B16,T09,11178,0.922,4.46,184.2,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B16,T10,11861,0.932,3.96,187.0,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B16,T11,11078,0.913,4.33,195.5,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B17,T01,10826,0.864,4.84,175.1,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B17,T02,10476,0.813,4.34,158.7,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B17,T03,11376,0.858,4.74,165.5,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B17,T04,11669,0.806,4.88,167.4,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B17,T05,11476,0.906,3.96,170.1,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B17,T06,11218,0.766,5.06,173.3,Analyst_C,HPLC_02,tailing_factor<LSL,FAIL
ACE,NH2,ACE-NH2-B17,T07,11216,0.607,4.32,161.6,Analyst_C,HPLC_03,tailing_factor<LSL,FAIL
ACE,NH2,ACE-NH2-B17,T08,7174,0.945,4.51,183.4,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B17,T09,11522,0.955,4.16,169.2,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B17,T10,11323,0.765,4.58,187.0,Analyst_B,HPLC_02,tailing_factor<LSL,FAIL
ACE,NH2,ACE-NH2-B17,T11,11016,0.759,4.67,170.1,Analyst_A,HPLC_02,tailing_factor<LSL,FAIL
ACE,NH2,ACE-NH2-B18,T01,11296,1.166,3.61,176.4,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B18,T02,10049,1.14,4.13,184.6,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B18,T03,10323,1.242,4.26,177.3,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B18,T04,10560,1.214,3.81,173.6,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B18,T05,10423,1.301,3.54,175.1,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B18,T06,11043,1.222,3.28,180.2,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B18,T07,10405,1.283,3.34,178.5,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B18,T08,10091,1.264,3.34,181.9,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B18,T09,10907,1.245,4.19,176.8,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B19,T01,11993,1.002,4.57,172.2,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B19,T02,12196,1.185,4.7,178.7,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B19,T03,11144,1.155,4.47,183.2,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B19,T04,12137,1.312,4.49,192.1,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B19,T05,10952,1.184,4.1,176.6,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B19,T06,11553,1.023,4.65,162.2,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B19,T07,11333,1.17,4.79,187.5,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B19,T08,11939,1.201,4.5,174.5,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B19,T09,12050,1.16,4.64,164.4,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B19,T10,12000,1.131,4.52,177.2,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B20,T01,10029,1.13,4.34,188.5,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B20,T02,10162,1.075,4.08,189.0,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B20,T03,10133,1.091,4.64,170.4,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B20,T04,10634,1.209,4.39,166.0,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B20,T05,9309,1.097,4.15,179.4,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B21,T01,10364,1.077,4.44,192.6,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B21,T02,10619,1.103,4.25,191.7,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B21,T03,10982,0.961,4.01,212.9,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B21,T04,11949,1.059,4.48,211.9,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B21,T05,11665,1.099,4.1,211.5,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B21,T06,11003,1.081,4.36,211.8,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B21,T07,10571,1.027,3.6,197.8,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B21,T08,11242,1.141,3.99,198.0,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B21,T09,10972,1.076,3.75,216.8,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B21,T10,10787,1.084,3.44,236.1,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B21,T11,10835,1.116,4.34,187.6,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B22,T01,10950,1.117,4.29,175.0,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B22,T02,10869,0.954,4.16,173.3,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B22,T03,10948,0.955,4.6,171.5,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B22,T04,11167,0.967,4.37,170.3,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B22,T05,11075,1.038,5.17,194.7,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B22,T06,11852,1.067,4.21,167.1,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B22,T07,10927,1.11,4.45,166.7,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B22,T08,11314,1.047,4.15,178.9,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B22,T09,11886,0.933,3.91,181.3,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B22,T10,11612,0.938,4.46,186.9,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B23,T01,10393,1.129,4.76,155.5,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B23,T02,10121,1.137,4.83,166.0,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B23,T03,6610,1.078,4.75,168.7,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B23,T04,10856,1.049,4.65,168.1,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B23,T05,11287,0.979,4.4,143.3,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B23,T06,12104,1.074,4.76,163.8,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B23,T07,10837,1.039,4.28,160.6,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B23,T08,10771,1.172,4.62,155.9,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B23,T09,11313,1.104,4.89,167.8,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B23,T10,11236,0.992,4.4,146.8,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B24,T01,11272,1.081,4.5,199.4,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B24,T02,10611,1.149,4.56,143.3,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B24,T03,9689,1.14,4.11,164.8,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B24,T04,10521,1.173,4.63,159.6,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B24,T05,10210,1.119,4.58,182.1,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B24,T06,10112,0.932,4.54,153.9,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B25,T01,10472,0.998,3.87,172.6,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B25,T02,10450,1.098,4.44,188.8,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B25,T03,11012,0.966,4.55,178.0,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B25,T04,10384,1.0,4.13,182.9,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B25,T05,11121,0.897,4.49,180.3,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B25,T06,9826,1.134,4.65,185.9,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B25,T07,11205,1.099,4.23,190.5,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B25,T08,10837,1.019,4.55,184.0,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B25,T09,10805,1.048,4.27,199.2,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B25,T10,9855,0.946,4.5,177.1,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B26,T01,11264,1.141,5.16,160.3,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B26,T02,11739,1.171,5.54,163.5,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B26,T03,11398,1.34,4.32,166.7,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B26,T04,11641,1.141,4.72,163.8,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B26,T05,12052,1.191,5.32,156.8,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B26,T06,10973,1.24,4.99,168.9,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B26,T07,11544,1.13,4.57,167.5,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B26,T08,11889,1.158,4.66,160.6,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B26,T09,12103,1.189,4.5,162.0,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B26,T10,11569,1.145,5.04,167.6,Analyst_A,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B27,T01,11644,1.039,4.38,151.7,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B27,T02,11926,1.145,4.25,170.1,Analyst_A,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B27,T03,11631,1.085,4.22,153.1,Analyst_A,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B27,T04,11618,1.189,4.76,180.4,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B27,T05,11319,1.047,4.67,180.3,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B27,T06,11698,1.144,4.54,188.2,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B27,T07,11922,1.045,4.12,192.6,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B27,T08,11178,1.187,4.11,194.8,Analyst_B,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B27,T09,11476,1.293,4.88,187.1,Analyst_B,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B27,T10,11674,0.997,4.09,167.1,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B28,T01,11373,1.06,4.43,181.4,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B28,T02,11499,1.083,4.59,192.3,Analyst_C,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B28,T03,10485,1.064,4.97,193.4,Analyst_C,HPLC_02,PASS,PASS
ACE,NH2,ACE-NH2-B28,T04,11549,1.313,4.79,205.2,Analyst_B,HPLC_01,PASS,PASS
ACE,NH2,ACE-NH2-B28,T05,10994,1.293,4.5,220.2,Analyst_C,HPLC_03,PASS,PASS
ACE,NH2,ACE-NH2-B28,T06,11140,1.145,4.58,196.9,Analyst_C,HPLC_02,PASS,PASS
